timestamp,voltage,current,power,frequency,temperature,phase_a,phase_b,phase_c
2026-02-20T00:00:00.000Z,220.00,92.20,20284.00,60.000,42.00,91.28,93.12,93.12
2026-02-20T00:05:00.000Z,220.19,92.44,20354.46,60.001,42.26,91.56,93.36,93.42
2026-02-20T00:10:00.000Z,220.37,92.56,20397.10,60.001,42.52,91.72,93.48,93.59
2026-02-20T00:15:00.000Z,220.55,92.55,20412.90,60.002,42.78,91.76,93.47,93.64
2026-02-20T00:20:00.000Z,220.73,92.44,20403.64,60.003,43.03,91.69,93.34,93.58
2026-02-20T00:25:00.000Z,220.90,92.22,20371.90,60.003,43.27,91.52,93.11,93.41
2026-02-20T00:30:00.000Z,221.05,91.93,20320.92,60.004,43.51,91.27,92.80,93.16
2026-02-20T00:35:00.000Z,221.20,91.57,20254.52,60.004,43.73,90.95,92.42,92.85
2026-02-20T00:40:00.000Z,221.34,91.16,20177.00,60.005,43.95,90.59,91.99,92.49
2026-02-20T00:45:00.000Z,221.46,90.73,20092.96,60.006,44.15,90.20,91.54,92.10
2026-02-20T00:50:00.000Z,221.56,90.30,20007.23,60.006,44.34,89.81,91.08,91.70
2026-02-20T00:55:00.000Z,221.65,89.89,19924.63,60.007,44.51,89.44,90.64,91.33
2026-02-20T01:00:00.000Z,221.73,89.52,19849.88,60.007,44.67,89.11,90.25,91.00
2026-02-20T01:05:00.000Z,221.79,89.22,19787.44,60.008,44.81,88.84,89.91,90.73
2026-02-20T01:10:00.000Z,221.83,88.99,19741.35,60.009,44.94,88.65,89.65,90.54
2026-02-20T01:15:00.000Z,221.86,88.86,19715.12,60.009,45.04,88.56,89.49,90.44
2026-02-20T01:20:00.000Z,221.87,88.84,19711.63,60.010,45.13,88.57,89.43,90.45
2026-02-20T01:25:00.000Z,221.87,88.94,19733.00,60.010,45.21,88.69,89.49,90.58
2026-02-20T01:30:00.000Z,221.86,89.16,19780.59,60.011,45.26,88.94,89.68,90.83
2026-02-20T01:35:00.000Z,221.84,89.50,19854.88,60.012,45.30,89.31,89.99,91.20
2026-02-20T01:40:00.000Z,221.80,89.97,19955.55,60.012,45.33,89.80,90.42,91.70
2026-02-20T01:45:00.000Z,221.76,90.55,20081.39,60.013,45.34,90.41,90.96,92.32
2026-02-20T01:50:00.000Z,221.71,91.25,20230.44,60.013,45.33,91.13,91.61,93.04
2026-02-20T01:55:00.000Z,221.66,92.03,20399.98,60.014,45.31,91.93,92.36,93.85
2026-02-20T02:00:00.000Z,221.60,92.90,20586.64,60.014,45.28,92.82,93.18,94.75
2026-02-20T02:05:00.000Z,221.54,93.83,20786.53,60.015,45.24,93.76,94.06,95.70
2026-02-20T02:10:00.000Z,221.49,94.79,20995.33,60.016,45.19,94.74,94.98,96.69
2026-02-20T02:15:00.000Z,221.43,95.78,21208.45,60.016,45.13,95.74,95.92,97.69
2026-02-20T02:20:00.000Z,221.39,96.76,21421.12,60.017,45.07,96.73,96.85,98.69
2026-02-20T02:25:00.000Z,221.34,97.71,21628.62,60.017,45.00,97.70,97.76,99.66
2026-02-20T02:30:00.000Z,221.31,98.62,21826.34,60.018,44.92,98.61,98.61,100.58
2026-02-20T02:35:00.000Z,221.29,99.46,22009.98,60.018,44.85,99.46,99.40,101.42
2026-02-20T02:40:00.000Z,221.28,100.22,22175.64,60.019,44.77,100.22,100.10,102.17
2026-02-20T02:45:00.000Z,221.28,100.87,22319.94,60.019,44.70,100.87,100.70,102.82
2026-02-20T02:50:00.000Z,221.29,101.40,22440.17,60.020,44.63,101.40,101.18,103.34
2026-02-20T02:55:00.000Z,221.32,101.82,22534.28,60.020,44.57,101.81,101.54,103.73
2026-02-20T03:00:00.000Z,221.36,102.10,22601.02,60.021,44.51,102.09,101.77,103.99
2026-02-20T03:05:00.000Z,221.42,102.25,22639.96,60.021,44.46,102.23,101.87,104.11
2026-02-20T03:10:00.000Z,221.49,102.27,22651.47,60.021,44.42,102.24,101.84,104.10
2026-02-20T03:15:00.000Z,221.57,102.16,22636.72,60.022,44.40,102.12,101.69,103.95
2026-02-20T03:20:00.000Z,221.67,101.94,22597.68,60.022,44.38,101.89,101.42,103.68
2026-02-20T03:25:00.000Z,221.78,101.62,22537.02,60.023,44.37,101.55,101.06,103.31
2026-02-20T03:30:00.000Z,221.90,101.21,22458.06,60.023,44.38,101.12,100.60,102.85
2026-02-20T03:35:00.000Z,222.03,100.73,22364.63,60.024,44.40,100.61,100.08,102.31
2026-02-20T03:40:00.000Z,222.17,100.20,22261.00,60.024,44.44,100.06,99.52,101.73
2026-02-20T03:45:00.000Z,222.32,99.64,22151.72,60.024,44.49,99.48,98.93,101.11
2026-02-20T03:50:00.000Z,222.47,99.08,22041.51,60.025,44.56,98.89,98.33,100.49
2026-02-20T03:55:00.000Z,222.62,98.53,21935.08,60.025,44.64,98.32,97.76,99.88
2026-02-20T04:00:00.000Z,222.77,98.02,21837.01,60.025,44.73,97.78,97.22,99.31
2026-02-20T04:05:00.000Z,222.92,97.57,21751.59,60.026,44.84,97.30,96.75,98.80
2026-02-20T04:10:00.000Z,223.07,97.20,21682.71,60.026,44.96,96.90,96.35,98.37
